# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 10K of event 'cpu/mem-loads/pp'
# Total weight : 96938
# Sort order   : (null)
#
# Overhead       Samples  Local Weight             Memory access                  Symbol      Shared Object             Data Symbol             Data Object         Snoop              TLB access  Locked
# ........  ............  ............  ........................  ......................  .................  ......................  ......................  ............  ......................  ......
#
     0.01%             1  7             L1 hit                    [.] 0x0000000000000981  a.out              [.] 0x00007fff57e13c88  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000087a  a.out              [.] 0x00007fff57e13c8c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008d0  a.out              [.] 0x00007fff57e13c8c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008ea  a.out              [.] 0x00007fff57e13c8c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000892  a.out              [.] 0x00007fff57e13c90  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000929  a.out              [.] 0x00007fff57e13c90  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000009a4  a.out              [.] 0x00007fff57e13ca8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000840  a.out              [.] 0x00007fff57e13cb4  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000858  a.out              [.] 0x00007fff57e13cb8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008dd  a.out              [.] 0x00007fff57e13cb8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000941  a.out              [.] 0x00007fff57e13cb8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000992  a.out              [.] 0x00007fff57e13cb8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000984  a.out              [.] 0x00007fff57e13cc8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e13ccc  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008d0  a.out              [.] 0x00007fff57e13ccc  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000952  a.out              [.] 0x00007fff57e13ccc  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000096d  a.out              [.] 0x00007fff57e13ccc  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000892  a.out              [.] 0x00007fff57e13cd0  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000097e  a.out              [.] 0x00007fff57e13cf4  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x00000000000008ae  a.out              [.] 0x00007fff57e13cf8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x000000000000094b  a.out              [.] 0x00007fff57e13cf8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000970  a.out              [.] 0x00007fff57e13cf8  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000899  a.out              [.] 0x00007fff57e13d08  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000870  a.out              [.] 0x00007fff57e13d0c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000874  a.out              [.] 0x00007fff57e13d0c  [stack]                 None          L1 or L2 hit            No    
     0.01%             1  7             L1 hit                    [.] 0x0000000000000952  a.out              [.] 0x00007fff57e13d0c  [stack]                 None          L1 or L2 hit            No    
